module,key,en,ko,ja,zh-Hant,th,id,fr,de,es,it,pt,tr,ru,ar
auth,magiclink_resend_cta,Get a new link,새 링크 받기,新しいリンクを取得,取得新連結,รับลิงก์ใหม่,Dapatkan tautan baru,Obtenir un nouveau lien,Neuen Link anfordern,Obtener nuevo enlace,Ottieni un nuovo link,Obter novo link,Yeni bağlantı al,Получить новую ссылку,الحصول على رابط جديد
auth,magiclink_error_code_expired,This code has expired. Please start again.,코드의 시간이 지났어요. 다시 시작해 주세요.,このコードの有効期限が切れました。最初からやり直してください。,此代碼已過期，請重新開始。,รหัสนี้หมดอายุแล้ว กรุณาเริ่มต้นใหม่,Kode ini sudah kadaluarsa. Silakan mulai lagi.,Ce code a expiré. Veuillez recommencer.,Dieser Code ist abgelaufen. Bitte beginnen Sie erneut.,Este código ha caducado. Comienza de nuevo.,Questo codice è scaduto. Ricomincia dall'inizio.,Este código expirou. Comece novamente.,Bu kodun süresi doldu. Lütfen yeniden başlayın.,Срок действия кода истёк. Начните снова.,انتهت صلاحية هذا الرمز. يرجى البدء من جديد.
auth,magiclink_suspicious_paused,"We paused for your safety. If this wasn't you, you can just leave it.",안전을 위해 잠시 멈췄어요. 본인이 요청하지 않으셨다면 그대로 두시면 돼요.,安全のために一時停止しました。ご自身のリクエストでなければ、そのままにしておいてください。,為了您的安全，我們暫停了。如果這不是您的操作，請放著不管即可。,เราหยุดชั่วคราวเพื่อความปลอดภัยของคุณ หากคุณไม่ได้ทำสิ่งนี้ ปล่อยทิ้งไว้ได้เลย,Kami berhenti sejenak demi keamanan Anda. Jika ini bukan Anda lakukan cukup biarkan saja.,Nous avons fait une pause pour votre sécurité. Si ce n'était pas vous ignorez simplement.,Wir haben für Ihre Sicherheit pausiert. Wenn das nicht Sie waren lassen Sie es einfach.,Hemos pausado por tu seguridad. Si no fuiste tú simplemente ignóralo.,Ci siamo fermati per la tua sicurezza. Se non eri tu lascia stare.,Pausamos para sua segurança. Se não foi você simplesmente ignore.,Güvenliğiniz için durdurduk. Bu siz değilseniz bırakabilirsiniz.,Мы приостановились для вашей безопасности. Если это были не вы — просто оставьте как есть.,أوقفنا للحظة من أجل سلامتك. إن لم يكن ذلك منك، فقط اتركه.
auth,magiclink_resend_cooldown,Please try again in a moment. You can resend in {{remaining_time}}.,잠시 후 다시 시도해 주세요. {{remaining_time}} 후에 다시 보내실 수 있어요.,しばらくしてからもう一度お試しください。{{remaining_time}}後に再送信できます。,請稍後再試。您可以在 {{remaining_time}} 後重新發送。,กรุณาลองอีกครั้งในอีกสักครู่ คุณสามารถส่งใหม่ได้ใน {{remaining_time}},Coba lagi sebentar lagi. Anda dapat mengirim ulang dalam {{remaining_time}}.,Réessayez dans un moment. Vous pouvez renvoyer dans {{remaining_time}}.,Versuchen Sie es gleich erneut. Sie können es in {{remaining_time}} erneut senden.,Inténtalo en un momento. Puedes reenviar en {{remaining_time}}.,Riprova tra poco. Puoi inviare di nuovo tra {{remaining_time}}.,Tente novamente em instantes. Você pode reenviar em {{remaining_time}}.,Biraz sonra tekrar deneyin. {{remaining_time}} sonra yeniden gönderebilirsiniz.,Повторите через мгновение. Отправить снова можно через {{remaining_time}}.,يرجى المحاولة بعد قليل. يمكنك إعادة الإرسال بعد {{remaining_time}}.
auth,magiclink_mail_not_received_title,Not seeing the email?,메일이 안 오시나요?,メールが届きませんか？,沒有收到郵件嗎？,ไม่เห็นอีเมลใช่ไหม?,Tidak menerima emailnya?,Pas encore reçu l'e-mail ?,Keine E-Mail erhalten?,¿No ves el correo?,Non vedi l'email?,Não está vendo o e-mail?,E-postayı görmüyor musunuz?,Не видите письма?,لا ترى البريد الإلكتروني؟
auth,magiclink_mail_not_received_checklist,Check your email address · look in spam · wait 1–2 minutes,이메일 주소 확인 · 스팸함 확인 · 1~2분 대기,メールアドレスを確認・スパムフォルダを確認・1〜2分お待ちください,確認電子郵件地址 · 查看垃圾郵件 · 等待 1~2 分鐘,ตรวจสอบที่อยู่อีเมล · ดูในสแปม · รอ 1-2 นาที,Periksa alamat email · lihat di spam · tunggu 1–2 menit,Vérifiez votre adresse · regardez dans les spams · attendez 1–2 minutes,E-Mail-Adresse prüfen · Spam-Ordner prüfen · 1–2 Minuten warten,Comprueba tu correo · revisa spam · espera 1–2 minutos,Controlla l'indirizzo · guarda nello spam · aspetta 1–2 minuti,Verifique o endereço · veja o spam · aguarde 1–2 minutos,E-posta adresinizi kontrol edin · spam klasörüne bakın · 1-2 dakika bekleyin,Проверьте адрес · загляните в спам · подождите 1–2 минуты,تحقق من عنوان بريدك · انظر في البريد غير المرغوب · انتظر 1-2 دقيقة
auth,magiclink_alt_methods_label,Or sign in another way,또는 다른 방법으로,または別の方法で,或使用其他方式,หรือเข้าสู่ระบบด้วยวิธีอื่น,Atau masuk dengan cara lain,Ou se connecter autrement,Oder auf andere Weise anmelden,O iniciar sesión de otra forma,O accedi con un altro metodo,Ou entrar de outra forma,Veya başka bir yolla giriş yapın,Или войдите другим способом,أو سجّل الدخول بطريقة أخرى
auth,magiclink_multitab_fallback,This link came from another tab. Enter this code in the tab where you first requested it.,다른 탭에서 보낸 링크예요. 이 코드를 처음 요청한 탭에 입력해 주세요.,別のタブからのリンクです。最初に要求したタブにこのコードを入力してください。,此連結來自另一個分頁，請在您最初請求的分頁中輸入此代碼。,ลิงก์นี้มาจากแท็บอื่น ป้อนรหัสนี้ในแท็บที่คุณขอใช้ครั้งแรก,Tautan ini berasal dari tab lain. Masukkan kode ini di tab tempat Anda pertama kali memintanya.,Ce lien vient d'un autre onglet. Entrez ce code dans l'onglet d'origine de la demande.,Dieser Link stammt aus einem anderen Tab. Geben Sie diesen Code im ursprünglichen Tab ein.,Este enlace proviene de otra pestaña. Ingresa este código en la pestaña donde lo pediste primero.,Questo link proviene da un altro tab. Inserisci il codice nel tab in cui hai fatto la richiesta.,Este link veio de outra aba. Insira este código na aba onde você fez o pedido.,Bu bağlantı başka bir sekmeden geldi. Bu kodu ilk talep ettiğiniz sekmeye girin.,Эта ссылка из другой вкладки. Введите этот код во вкладке откуда делали запрос.,هذا الرابط جاء من علامة تبويب أخرى. أدخل هذا الرمز في علامة التبويب التي طلبت منها أولاً.
auth,# RFC-0005 A — Consent (A3),,,,,,,,,,,,,,
auth,consent_signup_intro,Please agree to use Ailom.,Ailom 서비스 이용에 동의해주세요.,Ailomをご利用いただくために同意をお願いします。,請同意以使用 Ailom 服務。,กรุณายอมรับเพื่อใช้บริการ Ailom,Silakan setujui untuk menggunakan Ailom.,Veuillez accepter pour utiliser Ailom.,Bitte stimmen Sie zu um Ailom zu nutzen.,Por favor acepta para usar Ailom.,Accetta per utilizzare Ailom.,Concorde para usar o Ailom.,Ailom'u kullanmak için lütfen kabul edin.,Пожалуйста дайте согласие для использования Ailom.,يرجى الموافقة لاستخدام Ailom.
auth,consent_required_terms,I agree to the Terms of Service and Privacy Policy,이용약관과 개인정보처리방침에 동의합니다,利用規約とプライバシーポリシーに同意します,我同意服務條款和隱私政策,ฉันยอมรับข้อกำหนดการให้บริการและนโยบายความเป็นส่วนตัว,Saya setuju dengan Ketentuan Layanan dan Kebijakan Privasi,J'accepte les Conditions d'utilisation et la Politique de confidentialité,Ich stimme den Nutzungsbedingungen und der Datenschutzrichtlinie zu,Acepto los Términos de Servicio y la Política de Privacidad,Accetto i Termini di Servizio e l'Informativa sulla Privacy,Concordo com os Termos de Serviço e a Política de Privacidade,Hizmet Koşulları ve Gizlilik Politikasını kabul ediyorum,Я принимаю Условия использования и Политику конфиденциальности,أوافق على شروط الخدمة وسياسة الخصوصية
auth,consent_required_age18,I am 18 or older,만 18세 이상입니다,私は18歳以上です,我已年滿 18 歲,ฉันอายุ 18 ปีขึ้นไป,Saya berusia 18 tahun atau lebih,J'ai 18 ans ou plus,Ich bin 18 Jahre oder älter,Tengo 18 años o más,Ho 18 anni o più,Tenho 18 anos ou mais,18 yaşında veya daha büyüğüm,Мне 18 лет или больше,عمري 18 عاماً أو أكثر
auth,consent_optional_promo,I'd like Ailom news and offers,Ailom의 새 소식과 혜택을 받아볼래요,Ailomのニュースやお得な情報を受け取りたい,我想接收 Ailom 的最新消息與優惠,ฉันต้องการรับข่าวสารและข้อเสนอจาก Ailom,Saya ingin menerima berita dan penawaran dari Ailom,Je souhaite recevoir des actualités et offres d'Ailom,Ich möchte Ailom-Neuigkeiten und Angebote erhalten,Me gustaría recibir noticias y ofertas de Ailom,Vorrei ricevere notizie e offerte di Ailom,Gostaria de receber novidades e ofertas da Ailom,Ailom haberlerini ve tekliflerini almak istiyorum,Я хочу получать новости и предложения от Ailom,أريد تلقّي أخبار وعروض Ailom
